L_HUNDRED,STNAME,SEG_ID,CustCount,LAT,LNG
200,S 16TH ST,421178,1,39.9477771854027,-75.1679523981333
1800,RITTENHOUSE SQ,421206,1,39.94864553525056,-75.17181382088577
1500,LOCUST ST,421160,1,39.948471490916475,-75.16658825786132
1500,LOCUST ST,421159,1,39.94856610253628,-75.1673780137564
3000,W STILES ST,421062,4,39.9754960814329,-75.18575938133922
1200,N 31ST ST,421046,1,39.97580956867235,-75.1865016529121
2900,W FLORA ST,421052,3,39.97515310740037,-75.1841829951466
1300,N 31ST ST,421044,4,39.97737436758364,-75.18616799129126
1300,N 32ND ST,420008,4,39.97758246076567,-75.18775010713183
1200,N 31ST ST,421047,1,39.97529434398055,-75.18661597300061
3000,W GIRARD AVE,421050,4,39.974886390808074,-75.18589490145641
1200,N 30TH ST,421056,3,39.975021603665965,-75.18504772846293
900,N 30TH ST,421063,2,39.9745646616194,-75.18514804336805
800,N 30TH ST,421068,5,39.973116398497964,-75.18546115285281
2900,OGDEN ST,421073,3,39.97277105304358,-75.1852591305461
2900,OGDEN ST,421074,5,39.97267102169317,-75.18445247161668
3000,POPLAR ST,422113,6,39.973525110996725,-75.18619420860581
900,N 30TH ST,421066,1,39.97397454251827,-75.18528255880362
900,N 30TH ST,421065,2,39.97417931972675,-75.18523358983994
2900,CAMBRIDGE ST,421070,17,39.973972675246564,-75.18444548966876
2900,POPLAR ST,421057,7,39.97339278095252,-75.1851236720095
800,N MYRTLEWOOD ST,421072,4,39.97304743490691,-75.18492165059637
900,N 29TH ST,421081,7,39.97355057364177,-75.18370382923744
2800,POPLAR ST,421059,5,39.973124298123786,-75.18296144672402
800,N 29TH ST,421082,6,39.97291808936534,-75.18384244432897
2900,POPLAR ST,421058,10,39.97329450509606,-75.18431162280528
900,N 29TH ST,421079,1,39.9743608543334,-75.18352054633594
2900,W GIRARD AVE,421051,9,39.974679236548525,-75.18428611507913
2800,W GIRARD AVE,420083,8,39.97446991015364,-75.18266405855567
2800,CAMBRIDGE ST,422112,7,39.97376110083757,-75.18282347015868
2400,FAIRMOUNT AVE,421793,8,39.96739508352699,-75.17783016068049
500,N 24TH ST,421816,1,39.96560401255654,-75.17743576211538
2500,MEREDITH ST,421736,20,39.968411567749285,-75.1792487114377
2500,ASPEN ST,421726,5,39.968995258750105,-75.17911968126047
700,N 26TH ST,421829,1,39.96876186150251,-75.17999049057143
700,N 26TH ST,421720,4,39.96927741617983,-75.17987779892186
700,N 26TH ST,421719,1,39.96957871529256,-75.17980849187691
2600,BROWN ST,421702,1,39.97036543604438,-75.18004941464525
700,N TANEY ST,421714,2,39.970164241477555,-75.18049943157412
2600,SWAIN ST,421717,3,39.96986950024215,-75.1801550445226
700,N TANEY ST,421715,3,39.96973626326655,-75.18059271160887
2600,FOLSOM ST,421718,5,39.96950619946489,-75.18023560735882
2600,ASPEN ST,421732,2,39.96924466101324,-75.18110877257408
2600,ASPEN ST,421725,2,39.96914749456784,-75.18031334779947
2700,FOLSOM ST,422185,11,39.96984477096297,-75.18174866299522
2700,SWAIN ST,421722,3,39.970167145712516,-75.1816811290897
700,N 27TH ST,421724,1,39.96996374253031,-75.18136366096336
800,N TANEY ST,421705,13,39.97213152591204,-75.18007185405813
2600,PARRISH ST,421684,4,39.971489277206324,-75.17998830489591
800,N 27TH ST,420214,6,39.9722325381476,-75.18086403189406
800,N TANEY ST,421704,9,39.970962225508636,-75.18032368232302
2700,BROWN ST,421700,6,39.97055800569678,-75.18158965931177
2600,BROWN ST,421701,9,39.970463046960205,-75.18084079997506
800,N 27TH ST,420240,3,39.97106415108712,-75.18111635449183
2700,BROWN ST,421699,3,39.970642818138245,-75.18230427159597
2800,BROWN ST,421698,2,39.97072139176454,-75.18292289756566
800,N NEWKIRK ST,421677,16,39.97131007226747,-75.18306728598786
2800,PARRISH ST,421679,2,39.97192691033875,-75.18349962516135
800,N 29TH ST,421084,6,39.9716565818124,-75.18411885445644
800,N 29TH ST,421083,1,39.97229981928627,-75.18397876209248
2800,PARRISH ST,421680,4,39.97182618157954,-75.18268463044728
800,N 28TH ST,421689,6,39.9714536000728,-75.18248770372067
2700,RENO ST,421678,4,39.97107014211862,-75.18221109614359
800,N 28TH ST,421690,1,39.97089928377807,-75.18261284846132
2700,PARRISH ST,421681,2,39.971748377677166,-75.18205942046914
2700,PARRISH ST,421682,3,39.97165983967746,-75.18135014306169
2900,PENNSYLVANIA AVE,422010,7,39.97202298785903,-75.1850063004993
0,N 34TH ST,421126,1,39.95695003501636,-75.19124581030815
3200,WALLACE ST,421104,4,39.96547651435177,-75.18965198354438
600,N 33RD ST,420454,8,39.96568089195945,-75.19043207222012
2200,BENJAMIN FRANKLIN PKWY,420672,2,39.961883365127726,-75.17643335576918
200,N 35TH ST,422889,2,39.95937822612448,-75.19249638110391
700,N 22ND ST,421765,5,39.968979394452106,-75.17392510783618
1300,N 19TH ST,420069,3,39.974429450080166,-75.16700287949804
1800,W THOMPSON ST,420080,16,39.974142163210146,-75.16625417689765
800,N RINGGOLD ST,421754,11,39.97053737658058,-75.17692363169093
800,N TAYLOR ST,421746,9,39.97059411549831,-75.17739665671195
800,N RINGGOLD ST,421753,7,39.97170099412731,-75.17667267350184
800,N TAYLOR ST,421745,12,39.97176542319722,-75.17714835338124
700,N RINGGOLD ST,421743,14,39.9693822257321,-75.17718392505864
700,N TAYLOR ST,421740,10,39.96943588227552,-75.17765815501825
2600,PENNSYLVANIA AVE,422186,1,39.96848831964057,-75.18094794424205
1800,OLIVE ST,421496,1,39.96764850278555,-75.16799008780312
700,SHIRLEY ST,421498,1,39.9674242533847,-75.1674975131947
3300,RACE ST,422358,1,39.958798397482326,-75.19003358288963
3300,POWELTON AVE,422357,4,39.960294089402716,-75.19016258976785
100,N 32ND ST,421899,1,39.957844977506035,-75.18778355425731
200,N 34TH ST,421890,1,39.95949587859851,-75.1908687112249
3400,POWELTON AVE,420738,1,39.960119625449096,-75.19171999719372
3200,WINTER ST,421876,8,39.95989395676968,-75.18806092134511
3200,SUMMER ST,421878,3,39.95940248515172,-75.18797397247323
3200,POWELTON AVE,421893,4,39.960492361752486,-75.18833102349319
3200,POWELTON AVE,421892,1,39.960544721674715,-75.18781574383853
300,N 34TH ST,421888,1,39.96114820562572,-75.19106690985268
300,N 34TH ST,421889,2,39.960530953253524,-75.19094828607727
400,N 31ST ST,421867,4,39.96225542488786,-75.18720579915889
400,N 32ND ST,421873,6,39.96287755850275,-75.18842117065384
2600,W THOMPSON ST,421662,1,39.97582864968605,-75.17932268223035
1300,N 26TH ST,421659,2,39.97593230101345,-75.17842268568488
1300,N 26TH ST,421658,7,39.976347118577735,-75.17834420010827
2600,INGERSOLL ST,521231,2,39.976602007797325,-75.17874731056321
1300,N 26TH ST,521194,3,39.97676434236511,-75.1782479286976
1300,N TANEY ST,521539,2,39.97688337496875,-75.1791493983746
2700,W THOMPSON ST,421673,2,39.97595434333494,-75.18026494912175
2700,W THOMPSON ST,422115,3,39.976046521069115,-75.1809768530912
1200,N RINGGOLD ST,420068,9,39.97492149190985,-75.17593292756638
1200,N TAYLOR ST,422111,3,39.97492728036774,-75.17640218379314
1300,N 25TH ST,420019,5,39.97578622864506,-75.1768215222907
1300,N 23RD ST,420013,1,39.97578925844927,-75.17354137499196
1200,N 24TH ST,420061,1,39.974910108107274,-75.17537259218251
2400,W THOMPSON ST,420025,1,39.97541053833931,-75.17608132836041
2400,W THOMPSON ST,420028,1,39.975343682431635,-75.17556889315772
2300,W THOMPSON ST,420038,16,39.975206087262215,-75.17449061713715
1200,N 23RD ST,420051,2,39.97489582181453,-75.17374138219037
1300,N 23RD ST,420037,1,39.97534947624425,-75.17363947599445
1300,N 21ST ST,521244,1,39.97577552502939,-75.17025173602882
1300,N 22ND ST,420042,1,39.975135067131774,-75.17203868736567
1300,N 21ST ST,420034,1,39.97531828017158,-75.1703500894751
1300,N DOVER ST,421670,9,39.976870490345014,-75.18237166357073
1300,N 28TH ST,420010,6,39.97674622029252,-75.18133843857942
1300,N 29TH ST,421075,6,39.97695204996815,-75.18296567436774
1300,N NEWKIRK ST,421668,11,39.97681729882097,-75.18189506217956
1300,N 30TH ST,421053,3,39.97716210176158,-75.1845845604072
1300,N MARSTON ST,421653,6,39.97646322941541,-75.1805662764105
1300,N HOLLYWOOD ST,421097,14,39.97702921104534,-75.18355785819809
2800,W STILES ST,421089,2,39.97517838142155,-75.18253146691835
1200,N 29TH ST,421076,9,39.975797345436625,-75.18320922571534
1200,N DOVER ST,421669,3,39.975718281274794,-75.18262183869118
1200,N NEWKIRK ST,421676,8,39.97567083333759,-75.18221653388136
1300,N MYRTLEWOOD ST,421096,8,39.97709439082278,-75.18403184375532
1200,N MYRTLEWOOD ST,421091,3,39.975941710980756,-75.18427959431051
1200,N HOLLYWOOD ST,421092,5,39.97587721936279,-75.18380894589728
3000,BALTZ ST,421048,2,39.975902722525305,-75.18567003984009
3000,W THOMPSON ST,421049,2,39.97662822299189,-75.18551116121758
800,N BROAD ST,440161,1,39.96960777189956,-75.15984206522336
600,N 32ND ST,422320,2,39.96573639618009,-75.18895913750711
700,N 25TH ST,421737,1,39.9686732994079,-75.17836823831328
1300,N 27TH ST,420012,8,39.97648806116883,-75.17993275626155
200,S 20TH ST,421220,1,39.94964202780015,-75.1740186982871
2100,SAINT JAMES ST,422970,2,39.95028525588563,-75.17708412758356
2100,CHANCELLOR ST,422972,1,39.95046799811656,-75.1771317203665
2000,IONIC ST,423035,1,39.95172118921215,-75.17405115351293
500,N 15TH ST,420588,2,39.96304205360243,-75.16303167466337
0,SPRING GARDEN ST,441773,1,39.96282404952837,-75.16388350756911
500,N 21ST ST,420529,4,39.96425890462212,-75.17278005116685
0,SPRING GARDEN ST,441830,5,39.96360449212454,-75.17017169562621
0,SPRING GARDEN ST,441828,5,39.96381681013793,-75.1719061795933
2300,PENNSYLVANIA AVE,421822,1,39.96511188999045,-75.17714750461118
300,S HICKS ST,421959,5,39.94656039648144,-75.16715386070803
300,S 16TH ST,421957,2,39.947010410223676,-75.16811633970048
300,S SMEDLEY ST,421958,4,39.94675959150862,-75.16875046649247
400,S CARLISLE ST,320684,1,39.9450195588622,-75.1662246728509
400,S 15TH ST,320669,1,39.945108263866516,-75.16692443237832
1400,LOMBARD ST,320689,1,39.94473594930225,-75.1658081000791
700,S 17TH ST,320904,3,39.942906958143126,-75.17063770514262
700,S 18TH ST,320895,1,39.942854738228384,-75.17226178896628
700,S 18TH ST,320894,2,39.94334158838116,-75.17216006867518
1400,BAINBRIDGE ST,320931,3,39.942933739920115,-75.16680944762848
600,S 15TH ST,320920,1,39.94321550097371,-75.16732526675737
1500,KATER ST,320927,7,39.943527166850735,-75.16807058210921
700,S 16TH ST,320916,5,39.9427104180543,-75.16906410723216
1500,BAINBRIDGE ST,320929,1,39.94307964360043,-75.16804029419133
1500,BAINBRIDGE ST,320909,6,39.94314953096737,-75.16861157499625
700,S MOLE ST,320956,4,39.942754601520534,-75.16833818938372
700,S HICKS ST,320954,3,39.942699871338384,-75.16789577889729
700,S HICKS ST,320984,3,39.94160182682576,-75.16830338618765
700,S 15TH ST,320938,1,39.94187155610676,-75.16762675621851
700,S 15TH ST,320939,8,39.941365606396666,-75.16773694072982
1400,FITZWATER ST,320951,1,39.94196358863376,-75.16708624028374
1400,CATHARINE ST,320989,2,39.94096628880961,-75.1673580120867
700,S MOLE ST,320983,5,39.94165613574121,-75.16873867128939
1500,CATHARINE ST,320970,2,39.94112588421184,-75.16863235723442
1600,BAINBRIDGE ST,320907,1,39.943260877964406,-75.16953668979859
700,S BANCROFT ST,320961,2,39.94275419215358,-75.16944725895507
1600,FITZWATER ST,320945,1,39.94230091444028,-75.16975201535264
700,S SMEDLEY ST,320962,7,39.942807600018014,-75.16984144787145
700,S CHADWICK ST,320963,4,39.9428372573083,-75.17010058655555
1500,SOUTH ST,322988,4,39.94395872504668,-75.16797390835484
300,S 16TH ST,320660,1,39.94629762724863,-75.16827095075979
1500,PINE ST,320654,2,39.94591178145742,-75.16782786322233
400,S 16TH ST,320661,1,39.945785310067585,-75.16838332511136
400,S 16TH ST,320664,1,39.945217495391155,-75.16850661610191
300,S CHADWICK ST,320710,1,39.94658608333825,-75.16920079978323
1600,PINE ST,320700,1,39.946077048269395,-75.16910507636946
1600,PINE ST,320653,1,39.94601083706053,-75.16862258207973
300,S 17TH ST,323002,2,39.946706774385916,-75.16981390409165
1700,PANAMA ST,323001,1,39.94658226604264,-75.17022111021053
1600,ADDISON ST,320675,1,39.94546602671195,-75.1692629333769
1600,LOMBARD ST,320685,5,39.945170852492005,-75.16932296733852
1700,ADDISON ST,320717,10,39.94574729972884,-75.17082003560238
1700,LOMBARD ST,320720,7,39.945371214979616,-75.17090172326888
500,S 17TH ST,320901,1,39.94441731824355,-75.17029976730512
600,S 16TH ST,320914,1,39.94384363481129,-75.16881366264502
1600,SOUTH ST,320925,3,39.94415696201402,-75.169549482735
1700,KATER ST,320899,2,39.94391371091331,-75.17122541513683
1600,KATER ST,320928,10,39.943720341383575,-75.16965066777355
1900,DELANCEY PL,320738,2,39.94745434602024,-75.17367827691116
400,S 19TH ST,320749,1,39.945851263978845,-75.17321990319896
2000,SOUTH ST,320874,4,39.9449653608455,-75.17602221158491
400,S 18TH ST,320706,1,39.945936218846086,-75.17157948197986
1800,ADDISON ST,320750,7,39.945950566136474,-75.17238869776403
1700,SOUTH ST,320889,2,39.9443536078292,-75.17112214318794
1800,SOUTH ST,320888,4,39.94455072124539,-75.17269601161058
1900,SOUTH ST,320875,4,39.94474487313003,-75.17426941061281
600,S 19TH ST,320879,1,39.94442724026595,-75.1735274137696
1900,RODMAN ST,320873,6,39.94503017716811,-75.17420962289745
2000,LOMBARD ST,320745,3,39.94597538831478,-75.17579588770054
500,S 20TH ST,320737,1,39.94560903864766,-75.1748929728835
1900,NAUDAIN ST,320871,5,39.94526825881416,-75.17415921259342
400,S 20TH ST,320736,1,39.94599363715264,-75.17481110388255
1900,LOMBARD ST,320746,3,39.94580542429923,-75.17444033457757
1900,LOMBARD ST,320747,3,39.945705121722995,-75.17365192009015
1900,WAVERLY ST,320744,2,39.94614827744269,-75.17356392084884
1900,PINE ST,320741,2,39.946707104253974,-75.17424515169746
1900,PINE ST,320742,4,39.946601792421774,-75.17346538763422
1800,PINE ST,320697,5,39.94645726404881,-75.17228064512321
2000,RODMAN ST,320872,1,39.945250755340574,-75.17595975630871
2000,NAUDAIN ST,320870,5,39.945491304441106,-75.17590315612046
2000,WAVERLY ST,320760,1,39.946546475887565,-75.17616818648246
2000,ADDISON ST,320763,2,39.94619601633802,-75.17525460793463
2000,PINE ST,320739,3,39.94694039058455,-75.17609116952748
2000,PINE ST,320740,4,39.94681815690351,-75.1751231908405
300,S 18TH ST,320704,2,39.94654844757673,-75.17145155554523
1700,PINE ST,323000,2,39.94623925626821,-75.17049295265308
2100,PINE ST,320773,5,39.94704896806127,-75.17696779190891
400,S 21ST ST,320755,1,39.94680530220418,-75.17660809816945
500,S 21ST ST,320757,1,39.945960986402866,-75.17678512671033
2100,TRYON ST,320863,3,39.94592267028042,-75.17761144296992
500,S 22ND ST,320853,2,39.946153476441104,-75.17837423640172
2100,NAUDAIN ST,320862,8,39.945714900026275,-75.17765626339855
500,S 22ND ST,320854,1,39.94591806702909,-75.17842695809858
400,S 23RD ST,320785,2,39.94666059818049,-75.17946316948124
2200,LOMBARD ST,320816,2,39.94639874300472,-75.1792328632485
2200,LOMBARD ST,320850,2,39.94632304792215,-75.17864982909624
400,S CROSKEY ST,320791,6,39.94681522389112,-75.17885437604939
2200,PINE ST,320790,4,39.94730468135829,-75.17903935846985
2200,PINE ST,320771,7,39.947234320752244,-75.1784568242584
2100,PINE ST,320772,5,39.947145261446046,-75.17776408762582
2300,PINE ST,320789,1,39.94740265165118,-75.17982798343809
2300,WAVERLY ST,320808,7,39.94695097377115,-75.17992361955416
400,S 24TH ST,320798,3,39.94678752720251,-75.18048194657182
2300,LOMBARD ST,320815,12,39.9464971538514,-75.18002149522087
2300,NAUDAIN ST,320847,11,39.946028314903636,-75.18012246728914
500,S 24TH ST,320844,6,39.94582612515497,-75.18069476149589
300,S 24TH ST,320795,1,39.94801307093115,-75.1802172304723
300,S 24TH ST,320796,1,39.947650494265844,-75.18029213343642
2100,CYPRESS ST,320776,3,39.94800413075653,-75.17716454577908
2400,CYPRESS ST,322888,1,39.94859034914839,-75.18065843211522
2400,NAUDAIN ST,320836,2,39.94616633271683,-75.18119150823995
2500,NAUDAIN ST,320835,5,39.9463148377781,-75.18235854212884
500,S 25TH ST,322614,1,39.94647042558246,-75.18169280662478
2400,LOMBARD ST,320814,7,39.94663199261088,-75.18108702874687
2400,WAVERLY ST,320807,4,39.94708546257301,-75.18099018938041
400,S 25TH ST,322613,2,39.947380238200665,-75.18149789809226
2400,PINE ST,320788,9,39.947535449618556,-75.18088974954709
300,S 25TH ST,322610,1,39.94848320620027,-75.18125826582026
2200,BAINBRIDGE ST,321044,25,39.944510585344425,-75.17959005256385
2200,FITZWATER ST,321041,27,39.94354609183797,-75.17979954026237
2200,CATHARINE ST,321062,7,39.94253671633859,-75.18001366917451
2200,GRAYS FERRY AVE,321047,1,39.945254209346814,-75.17961216448619
2300,PEMBERTON ST,321050,1,39.94417971027397,-75.18090538079754
2200,PEMBERTON ST,321046,15,39.944029563205156,-75.17969186592556
700,S 23RD ST,322621,1,39.94437209638882,-75.18046735843757
600,S BAMBREY ST,320831,1,39.94534416578304,-75.18268345825797
2300,CATHARINE ST,321061,21,39.942738498342855,-75.18166102962785
2300,FITZWATER ST,321056,11,39.94373459253749,-75.18129520770792
2400,CATHARINE ST,321085,5,39.94289587242479,-75.18292440962243
500,S TANEY ST,320818,5,39.94619179772992,-75.18363374043015
2300,SOUTH ST,322737,4,39.94548999550132,-75.18024219067195
1400,CHRISTIAN ST,320993,3,39.94020317197458,-75.16752560212863
1500,CHRISTIAN ST,320992,6,39.94035063649075,-75.16876488138651
1400,MONTROSE ST,321181,8,39.93967851630284,-75.16759072241567
900,S 15TH ST,321611,4,39.93950997926547,-75.16812535291919
1100,S 15TH ST,321613,1,39.937317095710995,-75.16862028379367
1500,MONTROSE ST,321182,16,39.939847621212245,-75.16887105266035
1600,MONTROSE ST,322907,5,39.94005395944044,-75.17044789322313
900,S 16TH ST,321615,1,39.94019753910624,-75.16960630541386
900,S 16TH ST,321616,3,39.93971464941999,-75.16970968457584
1600,ELLSWORTH ST,321176,7,39.93737469715941,-75.17103702787401
1500,ELLSWORTH ST,322742,6,39.9371293862752,-75.16930283142993
1400,ELLSWORTH ST,322656,3,39.93696059822001,-75.16829316857677
1600,CARPENTER ST,322744,1,39.93954113592058,-75.17027061983251
1700,ELLSWORTH ST,321207,6,39.93756795203215,-75.17260557156101
1100,S CARLISLE ST,322996,1,39.936613922138896,-75.16796419244605
1400,FEDERAL ST,321175,1,39.93590676195311,-75.16851421695239
1100,S 15TH ST,321614,4,39.936506026210296,-75.16879323122002
1500,FEDERAL ST,321173,1,39.93608718932462,-75.16952779551477
1100,S MOLE ST,321606,3,39.93671427523095,-75.17003915274066
1500,FEDERAL ST,321172,3,39.936156557742386,-75.16991590899754
1500,WHARTON ST,321166,2,39.93453992767957,-75.1705877881436
1100,S 16TH ST,321619,1,39.93702095895265,-75.17030303335395
1200,S 16TH ST,321957,4,39.936013700677066,-75.17051292735839
1200,S 16TH ST,321960,1,39.93480308801469,-75.17078193208643
1200,S 15TH ST,321952,2,39.93576082457755,-75.16895734091158
1200,S 15TH ST,321953,4,39.935339497837724,-75.16905285442193
1600,ANNIN ST,321608,15,39.93685767581905,-75.1711364697344
1100,S 17TH ST,321624,1,39.93721140869449,-75.17187046682821
1600,FEDERAL ST,321212,3,39.93636825286522,-75.17123797162562
1600,TITAN ST,321967,10,39.93513943392255,-75.17151844460884
1100,S 18TH ST,321630,7,39.93741541269782,-75.17344160343364
1700,ANNIN ST,321607,6,39.93705887471618,-75.1727064959656
1100,S 18TH ST,321631,2,39.936958369324394,-75.1735399646355
1700,FEDERAL ST,321211,12,39.93662295697795,-75.1728017266095
1700,WHARTON ST,321221,3,39.93487219585949,-75.17318475504426
1700,WHARTON ST,321222,2,39.9348106640048,-75.17266999721843
1600,WHARTON ST,321223,5,39.93474084286322,-75.17212544180782
1600,WHARTON ST,321224,5,39.93467675760025,-75.17163923459971
1600,WHARTON ST,321165,1,39.934609189043286,-75.17112519300734
1700,WHARTON ST,321220,1,39.934940356788076,-75.17369670268893
1100,S CLEVELAND ST,322985,5,39.93729594430749,-75.17403607967759
